temperature,humidity,pressure,temperature_next_day
20.618101782710436,40.94287557060203,1012.8406329230858,29.260714596148745
29.260714596148745,59.09231233791341,1001.6827992999009,25.979909127171076
25.979909127171076,49.4306794322898,1003.2325742818923,23.979877262955547
23.979877262955547,55.25712073494108,1017.9710837705416,17.34027960663655
17.34027960663655,67.22699421778279,1012.1285811931918,17.33991780504304
17.33991780504304,47.478766874466245,1000.1839410323325,15.871254182522993
15.871254182522993,52.31148769106889,1002.0294308573207,27.99264218662403
27.99264218662403,62.66653415629146,1013.2700353821612,24.01672517614813
24.01672517614813,46.863944964748676,1000.1012316769244,25.621088666940683
25.621088666940683,42.30939729486379,1003.21616102835,15.308767414437037
15.308767414437037,48.69254358741304,1010.9746757873318,29.548647782429917
29.548647782429917,44.83663861762013,1013.8379039538538,27.48663961200633
27.48663961200633,67.8909295702772,1013.039225190052,18.185086660174143
18.185086660174143,64.24361138693251,1004.4853861892112,17.727374508106507
17.727374508106507,59.002112695312704,1014.2435844269507,17.751067647801506
17.751067647801506,66.14381770563153,1004.744981749936,19.563633644393065
19.563633644393065,64.11016230697344,1006.5079939631853,22.871346474483566
22.871346474483566,45.597101766581076,1014.9298281023605,21.479175279631736
21.479175279631736,66.77676995469933,1012.9926579809443,19.368437102970628
19.368437102970628,56.180267257469524,1016.9844682098835,24.17779342083569
24.17779342083569,64.22320465492187,1013.1522578460068,17.092407909780626
17.092407909780626,66.88273899770479,1011.3661720667094,19.382169728028273
19.382169728028273,49.54010424915592,1001.8734953565619,20.495427649405375
20.495427649405375,43.3015577358303,1007.3543160611887,21.84104976325554
21.84104976325554,46.83805487625825,1005.3040473536345,26.777639420895206
26.777639420895206,52.81323365878769,1004.8797928675817,17.995106732375397
17.995106732375397,64.54044297767479,1019.4602110950489,22.713516576204174
22.713516576204174,65.82191749769031,1007.8619544933352,23.886218532930638
23.886218532930638,40.20856391593572,1017.8409311035423,15.696756190799967
15.696756190799967,55.32241907732697,1012.6227725199452,24.113172778521573
24.113172778521573,52.52233009446337,1015.896226070833,17.557861855309373
17.557861855309373,46.66323431412191,1010.0527418621039,15.975773894779193
15.975773894779193,43.595961020010485,1011.5380776925272,29.233283058799998
29.233283058799998,50.12845514210884,1009.8503538763773,29.48448049611839
29.48448049611839,68.28729111737557,1003.9048597559608,27.125960221746915
27.125960221746915,49.696087960622656,1014.4490423052301,19.56920653760056
19.56920653760056,55.563718652300985,1005.6154472488171,16.46508171009576
16.46508171009576,61.090568766855334,1000.4863193286291,25.263495397682355
25.263495397682355,50.90888807137882,1012.9094459181433,21.60228740609402
21.60228740609402,69.15346248162882,1003.542213588141,16.83057352267168
16.83057352267168,68.87341884826334,1018.8091716870583,22.427653651669054
22.427653651669054,47.553468874760924,1019.0785715400517,15.515827816728276
15.515827816728276,54.91745517677156,1018.2972878044089,28.63980603118173
28.63980603118173,49.02634929450309,1007.4031740051089,18.881699724000253
18.881699724000253,48.54521483132403,1000.3091323305773,24.937834265309732
24.937834265309732,41.106608420635986,1018.5663712517545,19.675666141341164
19.675666141341164,58.286930019396905,1008.5636829663463,22.801020317667163
22.801020317667163,55.08037069686584,1019.3330963808734,23.200654190149194
23.200654190149194,41.54436253749968,1019.272399541785,17.772816832882906
17.772816832882906,48.359393927098346,1017.0601891093472,29.54376941646838
29.54376941646838,67.24797657899961,1005.8889778413917,26.626992350416717
26.626992350416717,47.186856720009175,1007.7019545720385,29.09248412346284
29.09248412346284,44.346846162736696,1017.0227334303371,28.422410256414732
28.422410256414732,54.68358280832689,1006.3384401031255,23.968499682166275
23.968499682166275,69.56951362331802,1003.3898549337218,28.82811352534675
28.82811352534675,47.26165814534501,1011.136025249167,16.327387530778793
16.327387530778793,60.16406642217636,1018.7230954832156,17.93974293628718
17.93974293628718,62.84858845986153,1013.9205959334995,15.67840933365807
15.67840933365807,47.12912631977199,1011.4012234017873,19.879954961448966
19.879954961448966,61.84649045835579,1001.9435298754154,20.83015934534223
20.83015934534223,51.03349398157759,1012.3001445339834,19.07023547660844
19.07023547660844,58.96917491780738,1019.8010770020853,27.43106263727894
27.43106263727894,59.00589132282684,1002.8016803047304,20.351299900403838
20.351299900403838,56.073240522242756,1010.3665930472747,19.21401764531071
19.21401764531071,42.70869310163225,1017.5474614385591,23.14044124737373
23.14044124737373,65.05907486767714,1014.815372355084,17.113863374621438
17.113863374621438,49.623401949152075,1013.9403148199053,27.032954711310595
27.032954711310595,45.595555311995625,1014.0496816797422,16.118259655196564
16.118259655196564,41.22325424664292,1007.1898230243951,29.80330404900776
29.80330404900776,57.72678829564725,1005.8718368852899,26.58367153944986
26.58367153944986,60.32693085526847,1016.1872231095703,17.980735223012587
17.980735223012587,40.497634867835686,1016.2022678935837,15.082831756854036
15.082831756854036,55.36279174897843,1017.341446371602,27.231921426822513
27.231921426822513,46.79487325593814,1018.2648110511294,25.602860157714257
25.602860157714257,59.35518371228349,1010.2268479772188,25.93510752061481
25.93510752061481,45.23099287014974,1010.030325893744,26.569055200289185
26.569055200289185,60.72813214307398,1015.9659035793355,16.110669776011356
16.110669776011356,51.602060389016124,1012.9992786155553,20.37698592816409
20.37698592816409,68.10189966210203,1014.039337545154,16.738035892876944
16.738035892876944,44.1256283243798,1015.915853388722,27.946551388133905
27.946551388133905,50.231990531507755,1017.8001068363513,24.34947190241337
24.34947190241337,43.40420563721767,1006.7599031370307,19.963470372789736
19.963470372789736,67.74080854835688,1007.5116590527989,15.953375254290355
15.953375254290355,66.32018060142943,1001.8796387968174,19.664734825734932
19.664734825734932,47.73824883145467,1011.5656028199235,19.877749830401207
19.877749830401207,59.79952138102537,1000.7188454759348,25.944092675070962
25.944092675070962,64.51666600603647,1009.3119603626492,24.563362070328196
24.563362070328196,56.65602434798387,1010.8528926941515,28.308191138644897
28.308191138644897,55.889517350680194,1005.7308250425657,22.08322387742924
22.08322387742924,47.255568727013554,1011.8166652113803,16.793913689074525
16.793913689074525,42.79308303417697,1000.6100049987809,25.698671808344926
25.698671808344926,66.91647273859981,1000.7469637749842,26.411775729253463
26.411775729253463,67.01254171489991,1016.4520112131931,23.419157963542446
23.419157963542446,58.99304371819804,1007.2038128282253,26.564507699318415
26.564507699318415,50.17089373146102,1002.5412102530377,22.40693394546586
22.40693394546586,50.476287238379825,1010.444865201096,22.840992440729913
22.840992440729913,61.77867036610718,1015.3998710619722,21.413115275378246
21.413115275378246,66.9133077985773,1004.3164205499369,15.381286901161427
15.381286901161427,66.61259272795351,1012.45780951638,16.618371404899566
